Dataset,Evaluation metric,Metric value
PAMAP2,Accuracy,0.9312247149687384
PAMAP2,Accuracy,0.9326958440603162
PAMAP2,Accuracy,0.9374770136079441
PAMAP2,Accuracy,0.935638102243472
PAMAP2,Accuracy,0.9212945936005884
PAMAP2,Accuracy,0.9393159249724164
PAMAP2,Accuracy,0.934902537697683
PAMAP2,Accuracy,0.932328061787422
PAMAP2,Accuracy,0.9282824567855832
PAMAP2,Accuracy,0.9304891504229496
PAMAP2,Accuracy,0.9301213681500552
PAMAP2,Accuracy,0.934902537697683
PAMAP2,Accuracy,0.9290180213313718
PAMAP2,Accuracy,0.934902537697683
PAMAP2,Accuracy,0.9378447958808386
PAMAP2,Accuracy,0.9371092313350496
PAMAP2,Accuracy,0.9345347554247884
PAMAP2,Accuracy,0.9396837072453108
PAMAP2,Accuracy,0.9393159249724164
PAMAP2,Accuracy,0.9282824567855832
PAMAP2,Accuracy,0.930856932695844
PAMAP2,Accuracy,0.9415226186097828
PAMAP2,Accuracy,0.9374770136079441
PAMAP2,Accuracy,0.9345347554247884
PAMAP2,Accuracy,0.931592497241633
PAMAP2,Accuracy,0.930856932695844
PAMAP2,Accuracy,0.9367414490621552
PAMAP2,Accuracy,0.9404192717910996
PAMAP2,Accuracy,0.9301213681500552
PAMAP2,Accuracy,0.9334314086061052
PAMAP2,Accuracy,0.934902537697683
PAMAP2,Accuracy,0.9260757631482164
PAMAP2,Accuracy,0.9301213681500552
PAMAP2,Accuracy,0.9363736667892608
PAMAP2,Accuracy,0.9352703199705774
PAMAP2,Accuracy,0.9371092313350496
PAMAP2,Accuracy,0.9297535858771608
PAMAP2,Accuracy,0.9400514895182052
PAMAP2,Accuracy,0.9337991908789997
PAMAP2,Recall,0.9099776134378692
PAMAP2,Recall,0.914146702282306
PAMAP2,Recall,0.9178724533494554
PAMAP2,Recall,0.9104908528060572
PAMAP2,Recall,0.9183377327245432
PAMAP2,Recall,0.929620498134568
PAMAP2,Recall,0.9208016353091232
PAMAP2,Recall,0.9257276551655792
PAMAP2,Recall,0.9099910065437272
PAMAP2,Recall,0.922752706078514
PAMAP2,Recall,0.9080378322397252
PAMAP2,Recall,0.9176263964586028
PAMAP2,Recall,0.9171628300674312
PAMAP2,Recall,0.9266290344786812
PAMAP2,Recall,0.9215628513384428
PAMAP2,Recall,0.9049728697164832
PAMAP2,Recall,0.9256508193584352
PAMAP2,Recall,0.9148701823392352
PAMAP2,Recall,0.9169836792006169
PAMAP2,Recall,0.9143204838026221
PAMAP2,Recall,0.9174632553145028
PAMAP2,Recall,0.9148657185641178
PAMAP2,Recall,0.9206034268271016
PAMAP2,Recall,0.9151319844675108
PAMAP2,Recall,0.9182393539026372
PAMAP2,Recall,0.9273315995064744
PAMAP2,Recall,0.9244151839108704
PAMAP2,Recall,0.9218672041335793
PAMAP2,Recall,0.9259765460864948
PAMAP2,Recall,0.9265875058615186
PAMAP2,Recall,0.9179944684478892
PAMAP2,Recall,0.918219460778238
PAMAP2,Recall,0.9297107509347664
PAMAP2,Recall,0.9207690072375136
PAMAP2,Recall,0.9212434946148514
PAMAP2,Recall,0.9202391112283652
PAMAP2,Recall,0.9141202067532744
PAMAP2,Recall,0.9260326150387516
PAMAP2,Recall,0.9249628906154088
PAMAP2,Recall,0.916595854968954
PAMAP2,Recall,0.9219220675803226
PAMAP2,Recall,0.9236992992774918
PAMAP2,Recall,0.9146770481534201
PAMAP2,Recall,0.9115520858156309
PAMAP2,Recall,0.9203758404443314
PAMAP2,Recall,0.9174194271122198
PAMAP2,Recall,0.9201611902239922
PAMAP2,Recall,0.9151281518186544
PAMAP2,Recall,0.9314483579987188
PAMAP2,Recall,0.9153647882757624
PAMAP2,Macro F1 score,0.9209121206667212
PAMAP2,Macro F1 score,0.9229387411573964
PAMAP2,Macro F1 score,0.9278687260746156
PAMAP2,Macro F1 score,0.9218097456152876
PAMAP2,Macro F1 score,0.9283685371559854
PAMAP2,Macro F1 score,0.9356803461327616
PAMAP2,Macro F1 score,0.9295045259339284
PAMAP2,Macro F1 score,0.9335862568256714
PAMAP2,Macro F1 score,0.9206899964999808
PAMAP2,Macro F1 score,0.9325115480413904
PAMAP2,Macro F1 score,0.9169578721410212
PAMAP2,Macro F1 score,0.9283930226678524
PAMAP2,Macro F1 score,0.9265873285858779
PAMAP2,Macro F1 score,0.9340446616825784
PAMAP2,Macro F1 score,0.9306469884305232
PAMAP2,Macro F1 score,0.9149421166139958
PAMAP2,Macro F1 score,0.935111004542824
PAMAP2,Macro F1 score,0.9269109833387894
PAMAP2,Macro F1 score,0.9277349841927356
PAMAP2,Macro F1 score,0.9237130970309898
PAMAP2,Macro F1 score,0.9278737234625096
PAMAP2,Macro F1 score,0.925236407850619
PAMAP2,Macro F1 score,0.9296332732176372
PAMAP2,Macro F1 score,0.9248097883427958
PAMAP2,Macro F1 score,0.9281580679090816
PAMAP2,Macro F1 score,0.9336383948716658
PAMAP2,Macro F1 score,0.932832445197308
PAMAP2,Macro F1 score,0.9306694292956254
PAMAP2,Macro F1 score,0.9352590282538432
PAMAP2,Macro F1 score,0.93279830720624
PAMAP2,Macro F1 score,0.9268762437221136
PAMAP2,Macro F1 score,0.9274186364157252
PAMAP2,Macro F1 score,0.9374635271689988
PAMAP2,Macro F1 score,0.9312979994469436
PAMAP2,Macro F1 score,0.9298898924191572
PAMAP2,Macro F1 score,0.93034489672176
PAMAP2,Macro F1 score,0.9228834277831648
PAMAP2,Macro F1 score,0.9344405374787148
PAMAP2,Macro F1 score,0.933656702649083
PAMAP2,Macro F1 score,0.9260886565210452
PAMAP2,Macro F1 score,0.9300803896366951
PAMAP2,Macro F1 score,0.9324696215361176
PAMAP2,Macro F1 score,0.9246367314117993
PAMAP2,Macro F1 score,0.9239102428110699
PAMAP2,Macro F1 score,0.9295885170576644
PAMAP2,Macro F1 score,0.9265886366297016
PAMAP2,Macro F1 score,0.9302166700516192
PAMAP2,Macro F1 score,0.9246798981550578
PAMAP2,Macro F1 score,0.9385787107486584
PAMAP2,Macro F1 score,0.9256553207896164
Skoda,Accuracy,0.9774127310061602
Skoda,Accuracy,0.9835728952772074
Skoda,Accuracy,0.9794661190965092
Skoda,Accuracy,0.969199178644764
Skoda,Accuracy,0.9794661190965092
Skoda,Accuracy,0.9774127310061602
Skoda,Accuracy,0.9856262833675564
Skoda,Accuracy,0.973305954825462
Skoda,Accuracy,0.971252566735113
Skoda,Accuracy,0.9815195071868584
Skoda,Accuracy,0.9856262833675564
Skoda,Accuracy,0.9835728952772074
Skoda,Accuracy,0.9794661190965092
Skoda,Accuracy,0.9794661190965092
Skoda,Accuracy,0.9753593429158112
Skoda,Accuracy,0.9753593429158112
Skoda,Accuracy,0.9856262833675564
Skoda,Accuracy,0.9856262833675564
Skoda,Accuracy,0.9794661190965092
Skoda,Accuracy,0.9794661190965092
Skoda,Accuracy,0.9835728952772074
Skoda,Accuracy,0.9774127310061602
Skoda,Accuracy,0.973305954825462
Skoda,Accuracy,0.971252566735113
Skoda,Accuracy,0.9650924024640656
Skoda,Accuracy,0.973305954825462
Skoda,Accuracy,0.973305954825462
Skoda,Accuracy,0.969199178644764
Skoda,Accuracy,0.9753593429158112
Skoda,Accuracy,0.9897330595482546
Skoda,Accuracy,0.9671457905544149
Skoda,Accuracy,0.9774127310061602
Skoda,Accuracy,0.971252566735113
Skoda,Accuracy,0.9856262833675564
Skoda,Accuracy,0.9897330595482546
Skoda,Accuracy,0.9774127310061602
Skoda,Accuracy,0.9856262833675564
Skoda,Accuracy,0.9774127310061602
Skoda,Accuracy,0.973305954825462
Skoda,Accuracy,0.9774127310061602
Skoda,Accuracy,0.9835728952772074
Skoda,Accuracy,0.9774127310061602
Skoda,Accuracy,0.9794661190965092
Skoda,Accuracy,0.969199178644764
Skoda,Accuracy,0.9774127310061602
Skoda,Accuracy,0.973305954825462
Skoda,Accuracy,0.9815195071868584
Skoda,Accuracy,0.9753593429158112
Skoda,Accuracy,0.973305954825462
Skoda,Accuracy,0.9897330595482546
Skoda,Recall,0.9767925807731566
Skoda,Recall,0.9844600704016284
Skoda,Recall,0.9804857970372296
Skoda,Recall,0.9718370168801576
Skoda,Recall,0.9816946903724764
Skoda,Recall,0.9776692591930388
Skoda,Recall,0.985079254079254
Skoda,Recall,0.9722942574666712
Skoda,Recall,0.9679358201676379
Skoda,Recall,0.9818268306741308
Skoda,Recall,0.9859695809264188
Skoda,Recall,0.984963445193624
Skoda,Recall,0.9803222104692694
Skoda,Recall,0.9794700397641574
Skoda,Recall,0.9794429188493056
Skoda,Recall,0.9805134362492852
Skoda,Recall,0.9893554952510176
Skoda,Recall,0.989374057315234
Skoda,Recall,0.9767474241158453
Skoda,Recall,0.9776003102289866
Skoda,Recall,0.9809303839791644
Skoda,Recall,0.9774665421724246
Skoda,Recall,0.9697825241698192
Skoda,Recall,0.9711505774561332
Skoda,Recall,0.9643404237088448
Skoda,Recall,0.9728255548499128
Skoda,Recall,0.9710956164371408
Skoda,Recall,0.9668828185703184
Skoda,Recall,0.9748692323427136
Skoda,Recall,0.9902991452991452
Skoda,Recall,0.9674558914474879
Skoda,Recall,0.97722401025754
Skoda,Recall,0.9766058312756426
Skoda,Recall,0.9887019230769232
Skoda,Recall,0.9898102139406488
Skoda,Recall,0.9742815234711812
Skoda,Recall,0.987090220703666
Skoda,Recall,0.9799559815184814
Skoda,Recall,0.9714140943012208
Skoda,Recall,0.9775078929318056
Skoda,Recall,0.9832306906621784
Skoda,Recall,0.9778939393939394
Skoda,Recall,0.9769733864073488
Skoda,Recall,0.9647380324989019
Skoda,Recall,0.9761076345431792
Skoda,Recall,0.9727886276408118
Skoda,Recall,0.9842583342583342
Skoda,Recall,0.97367978577656
Skoda,Recall,0.9777052023047916
Skoda,Recall,0.9882883994189978
Skoda,Macro F1 score,0.976069042330575
Skoda,Macro F1 score,0.983676394837326
Skoda,Macro F1 score,0.9804894654590396
Skoda,Macro F1 score,0.9697515945999472
Skoda,Macro F1 score,0.9815668643886988
Skoda,Macro F1 score,0.9772071088963926
Skoda,Macro F1 score,0.9859801645758062
Skoda,Macro F1 score,0.9733078345772472
Skoda,Macro F1 score,0.9654779449164456
Skoda,Macro F1 score,0.9812337615777352
Skoda,Macro F1 score,0.9849168196990128
Skoda,Macro F1 score,0.985347334822078
Skoda,Macro F1 score,0.9800546604149474
Skoda,Macro F1 score,0.9800096047973548
Skoda,Macro F1 score,0.9785718695376472
Skoda,Macro F1 score,0.9787155242677064
Skoda,Macro F1 score,0.9889897074697672
Skoda,Macro F1 score,0.988001127554616
Skoda,Macro F1 score,0.9770294718536584
Skoda,Macro F1 score,0.9772521570786921
Skoda,Macro F1 score,0.9801724609754048
Skoda,Macro F1 score,0.9771714009892166
Skoda,Macro F1 score,0.9701854201244122
Skoda,Macro F1 score,0.9711767502874348
Skoda,Macro F1 score,0.9648361375020846
Skoda,Macro F1 score,0.9741952577309028
Skoda,Macro F1 score,0.9693257187256072
Skoda,Macro F1 score,0.9662706083291714
Skoda,Macro F1 score,0.9732011760455728
Skoda,Macro F1 score,0.9901515498029914
Skoda,Macro F1 score,0.9678806894967342
Skoda,Macro F1 score,0.9776373746243376
Skoda,Macro F1 score,0.9786312538411172
Skoda,Macro F1 score,0.9878869247408072
Skoda,Macro F1 score,0.9902170700712004
Skoda,Macro F1 score,0.9735979183529436
Skoda,Macro F1 score,0.9871667428112442
Skoda,Macro F1 score,0.9778682031947168
Skoda,Macro F1 score,0.9707672778424716
Skoda,Macro F1 score,0.9761663694875408
Skoda,Macro F1 score,0.9835652985806538
Skoda,Macro F1 score,0.9776455981083232
Skoda,Macro F1 score,0.9801046330931285
Skoda,Macro F1 score,0.9658202075430335
Skoda,Macro F1 score,0.975888688079398
Skoda,Macro F1 score,0.9722136539093612
Skoda,Macro F1 score,0.9843165308586233
Skoda,Macro F1 score,0.97302809310493
Skoda,Macro F1 score,0.9778976512523598
Skoda,Macro F1 score,0.9881140924105262
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,0.9925373134328358
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,0.9925373134328358
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,0.9925373134328358
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,0.9925373134328358
MHEALTH,Accuracy,0.9925373134328358
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,1.0
MHEALTH,Accuracy,0.9925373134328358
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,0.9956140350877192
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,0.9940476190476192
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,0.9930555555555556
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,0.9935897435897436
MHEALTH,Recall,0.9924242424242424
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,1.0
MHEALTH,Recall,0.9940476190476192
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,0.9933617828354672
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,0.992527615334633
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,0.9930434782608696
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,0.9935802469135804
MHEALTH,Macro F1 score,0.9926984126984127
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,1.0
MHEALTH,Macro F1 score,0.9942254082039028
